Form,Section,Variable,Question,Answer Options,Definition,Completion Guideline,
outcome,DIAGNOSIS,diagn_dengue_nsi,NS1 RDT,"1, Positive | 0, Negative | 99, Unknown",This refers to a dengue NS1 antigen on the NS1 rapid diagnostic test.,Indicate either 'Positive' or 'Negative' according to the result. Select 'Unknown' if the test was not performed.,
outcome,DIAGNOSIS,diagn_dengue_ns1,NS1/IgM/IgG combination test (RDT) - NS1 first sample,"1, Positive | 0, Negative | 99, Unknown",This refers to a dengue NS1 antigen on the combined rapid diagnostic test (NS1/IgM/IgG).,Indicate either 'Positive' or 'Negative' according to the result. Select 'Unknown' if the test was not performed.,
outcome,DIAGNOSIS,diagn_dengue_igm,NS1/IgM/IgG combination test (RDT) - IgM first sample,"1, Positive | 0, Negative | 99, Unknown",This refers to a dengue IgM antibody on the combined rapid diagnostic test (NS1/IgM/IgG).,Indicate either 'Positive' or 'Negative' according to the result. Select 'Unknown' if the test was not performed.,
outcome,DIAGNOSIS,diagn_dengue_igg,NS1/IgM/IgG combination test (RDT) - IgG first sample,"1, Positive | 0, Negative | 99, Unknown",This refers to a dengue IgG antibody on the combined rapid diagnostic test (NS1/IgM/IgG).,Indicate either 'Positive' or 'Negative' according to the result. Select 'Unknown' if the test was not performed.,
outcome,DIAGNOSIS,diagn_dengue_elisa,NS1 ELISA first sample,"1, Positive | 0, Negative | 99, Unknown",May be substituted with RDT information if needed,Indicate either 'Positive' or 'Negative' according to the result. Select 'Unknown' if the test was not performed.,
outcome,DIAGNOSIS,diagn_dengue_fsdate,IgM/IgG ELISA first sample date,,This refers to the date the first sample was collected. ,Enter the date in DD/MM/YYYY format.,
outcome,DIAGNOSIS,diagn_dengue_fsigm,IgM ELISA first sample,"1, Positive | 0, Negative | 99, Unknown",May be substituted with RDT information if needed,Indicate either 'Positive' or 'Negative' according to the result. Select 'Unknown' if the test was not performed.,
outcome,DIAGNOSIS,diagn_dengue_fsigg,IgG ELISA first sample,"1, Positive | 0, Negative | 99, Unknown",May be substituted with RDT information if needed,Indicate either 'Positive' or 'Negative' according to the result. Select 'Unknown' if the test was not performed.,
outcome,DIAGNOSIS,diagn_dengue_ns1sec,NS1 ELISA second sample,"1, Positive | 0, Negative | 99, Unknown",May be substituted with RDT information if needed,Indicate either 'Positive' or 'Negative' according to the result. Select 'Unknown' if the test was not performed.,
outcome,DIAGNOSIS,diagn_dengue_ssdate,IgM/IgG ELISA second sample date,,This refers to the date the first sample was collected. ,Enter the date in DD/MM/YYYY format.,
outcome,DIAGNOSIS,diagn_dengue_ssigm,IgM ELISA second sample,"1, Positive | 0, Negative | 99, Unknown",May be substituted with RDT information if needed,Indicate either 'Positive' or 'Negative' according to the result. Select 'Unknown' if the test was not performed.,
outcome,DIAGNOSIS,diagn_dengue_ssigg,IgG ELISA second sample,"1, Positive | 0, Negative | 99, Unknown",May be substituted with RDT information if needed,Indicate either 'Positive' or 'Negative' according to the result. Select 'Unknown' if the test was not performed.,
outcome,DIAGNOSIS,diagn_dengue_pcr,Dengue PCR,"1, Positive | 0, Negative | 99, Unknown",This refers to polymerase chain reaction (PCR) test for Dengue virus.,Indicate either 'Positive' or 'Negative' according to the result. Select 'Unknown' if the test was not performed.,
outcome,DIAGNOSIS,diagn_dengue_pcrtyp,Dengue virus type,"1, DENV1 | 2, DENV2 | 3, DENV3 | 4, DENV4","This refers to the serotype label of the viral species of Dengue virus, which is a single-stranded, positive-sense RNA virus of the Flaviviridae family and Flavivirus genus, detected using the PCR test.",Select the single most appropriate option that represents the serotype label of the viral species of Dengue virus detected using the PCR test.,
outcome,DIAGNOSIS,diagn_bacte,Bacterial infection (specify),,Refers to the method of identifying or excluding a bacterial infection in this admission.,Select the single most appropriate option that represents the method of identifying or excluding a bacterial infection in this admission.,
outcome,DIAGNOSIS,diagn_pathounlist,Other pathogen(s) detected,"1, Yes | 0, No | 99, Unknown","This refers to the detection of other pathogens, not listed above.","Specify other detected pathogens, not listed above.",
outcome,DIAGNOSIS,diagn_clinpneumonia,Clinical pneumonia diagnosed?,"1, Yes | 0, No | 99, Unknown",Pneumonia refers to infection of the lung often accompanied by inflammation.,Indicate 'Yes' if pneumonia was clinically diagnosed at any time during hospitalisation.,
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_neurological,Any neurological complication?,"1, Yes | 0, No | 99, Unknown",Defined as any complications of the nervous system,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_strokecva,Stroke / cerebrovascular accident,"1, Yes | 0, No | 99, Unknown","Defined as a sudden loss of neurological function secondary to haemorrhage or ischemia in the brain parenchyma due to a vascular event. Stroke may be a clinical diagnosis, with or without supportive radiological findings.","Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",
outcome,COMPLICATIONS: Experienced at any time from day of presentation to day of discharge / outcome.,compl_severeneuro,Severe neurological disease,"1, Yes | 0, No | 99, Unknown","This refers to various neurological manifestations including meningitis, encephalitis, encephalopathy, acute symptomatic seizures, intracranial haemorrhage or stroke, and Guillain-Barre syndrome (GBS). Meningitis is an inflammatory disease of the leptomeninges, the tissues surrounding the brain and spinal cord, and is defined by an abnormal number of white blood cells in the cerebrospinal fluid (CSF) within an appropriate clinical context and with or without supportive radiological findings. Encephalitis refers to inflammation of the brain. In comparison with meningitis, in encephalitis, abnormalities in brain function are expected, including altered mental status, motor or sensory deficits, altered behaviour and personality changes, and speech or movement disorders. It is defined by an altered mental status lasting ?24 hours along with two of the following criteria: documented fever >/= 38°C (100.4°F); white blood cell count (WBC) in cerebrospinal fluid (CSF) >/= 5  cells/mm^3; generalized or partial seizures not fully attributable to a preexisting seizure disorder; new onset of focal neurological findings; presence of compatible acute lesion on neuroimaging; abnormality on electroencephalography that is consistent with encephalitis and not attributable to another cause. As outlined by the 2013 International Encephalitis Consortium. Seizures are defined as an intermittent abnormality of nervous system physiology characterised by a transient occurrence of sudden, violent, irregular movement of the body, caused by involuntary contraction of muscles due to abnormal excessive or synchronous neuronal activity in the brain. An established history of epilepsy is not required. Stroke refers to a sudden loss of neurological function secondary to haemorrhage or ischemia in the brain parenchyma due to a vascular event. Stroke may be a clinical diagnosis, with or without supportive radiological findings. Intracranial haemorrhage refers to haemorrhage/bleeding occurring within the skull. Intracranial haemorrhage encompasses four broad types of haemorrhage: epidural haemorrhage, subdural haemorrhage, subarachnoid haemorrhage, and intraparenchymal haemorrhage. Guillain-Barre syndrome refers to a rapidly progressive autoimmune disorder of the peripheral nervous system characterized by limb paraesthesia, areflexia, and generalized muscle weakness or paralysis that often begins in the legs and spreads to the arms, torso, and face. Required features include progressive weakness of the arms and/or legs, ranging from minimal weakness of the legs to total paralysis of all four limbs, and including the trunk, bulbar and facial muscles, and external ophthalmoplegia; and areflexia or decreased deep tendon reflexes in weak limbs. Supportive features include symptom progression over days to four weeks; Relatively symmetric, bilateral symptoms; Pain in the trunk or limbs; Cranial nerve symptoms or signs; Autonomic dysfunction; Sensory dysfunction that is mild; No fever at symptom onset; CSF with elevated protein and normal to mildly elevated leukocyte count (usually <5 cells/mm3); Electrodiagnostic abnormalities consistent with GBS; Recovery starting two to four weeks after progression halts.","Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",
