Variable,Form,Section,Question,Answer Options,Definition,Completion Guideline
inter_surg_sec,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,Une deuxième intervention chirurgicale a-t-elle été pratiquée en relation avec l'infection par l'agent pathogène d'intérêt ?,"1, Oui | 0, Non | 99, Inconnu",Il s'agit de toute intervention chirurgicale réalisée en relation avec l'infection par l'agent pathogène d'intérêt.,Indiquez « Oui » si une deuxième intervention chirurgicale a été pratiquée en relation avec l'infection par l'agent pathogène d'intérêt.
inter_surg_secdate,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,Date de la deuxième intervention chirurgicale,,Il s'agit de la date de la deuxième intervention chirurgicale réalisée en relation avec l'infection par l'agent pathogène d'intérêt.,"Indiquez la date de la deuxième intervention chirurgicale, en utilisant le format JJ/MM/AAAA."
inter_other,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,Autre(s) intervention(s) ou procédure(s),"1, Oui | 0, Non | 99, Inconnu","Il s'agit de toute autre intervention thérapeutique ou procédure spécifique administrée à tout moment pendant l'hospitalisation, non caractérisée autrement, que vous jugez pertinente.",Indiquez « Oui » si d'autres interventions ou procédures ont été utilisées entre 00h00 et 24h00 le jour de l'évaluation.
inter_other_spec,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,Veuillez préciser les autres interventions ou procédures,,"Il s'agit de toute autre intervention thérapeutique ou procédure spécifique administrée à tout moment pendant l'hospitalisation, non caractérisée autrement, que vous jugez pertinente.","Si « Oui », veuillez préciser les interventions thérapeutiques ou procédures non caractérisées qui, selon vous, pourraient être pertinentes."
inter_suppleo2,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,Supplément d'oxygène ?,"1, Oui | 0, Non | 99, Inconnu","Il s'agit de toute méthode d'oxygénothérapie d'appoint pouvant être administrée par canule nasale, masque ou ventilation non invasive ou invasive.",Indiquez « Oui » si le patient a reçu ou s'est vu prescrire une oxygénothérapie à tout moment pendant son hospitalisation.
inter_suppleo2_ongoing,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,Toujours sous supplément d'oxygène ?,"1, Oui | 0, Non | 99, Inconnu","Il s'agit de l'oxygénothérapie continue qui peut être administrée par canule nasale, masque ou ventilation non invasive ou invasive.",Indiquez « Oui » si le patient est toujours sous oxygénothérapie.
inter_suppleo2_dur,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,Nombre de jours civils pendant lesquels le patient a reçu une assistance respiratoire pendant son hospitalisation,,Il s'agit du nombre total de jours civils pendant lesquels le patient a reçu cette assistance respiratoire pendant son hospitalisation (y compris à tout moment pendant l'hospitalisation).,Indiquez le nombre total de jours civils pendant lesquels le patient a reçu cette assistance respiratoire pendant son hospitalisation (y compris à tout moment pendant son hospitalisation).
inter_suppleo2_flow,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,Débit maximal d'O2 (L/min),"1, <2 L/min | 2, 2-5 L/min | 3, 6-10 L/min | 4, 11-15 L/min | 5, >15 L/min | 99, Inconnu",Il s'agit du débit maximal d'O2 administré au patient à tout moment pendant son hospitalisation.,Sélectionnez le débit maximal d'O2 administré au patient à tout moment pendant son hospitalisation.
inter_nasalprongs,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,Canules nasales,"1, Oui | 0, Non | 99, Inconnu",Il s'agit du mode d'administration de l'oxygène supplémentaire au patient le jour de l'évaluation. Les canules nasales ou les canules nasales à deux embouts administrent l'oxygène par deux petits embouts ou canules insérés dans les narines.,Indiquez « Oui » si ce mode d'assistance respiratoire a été utilisé pour administrer de l'oxygène supplémentaire à tout moment pendant l'hospitalisation.
inter_nasalprongs_ongoing,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,Toujours en cours ?,"1, Oui | 0, Non | 99, Inconnu",Il s'agit d'une ventilation non invasive continue.,Indiquez « Oui » si le patient est toujours sous oxygénothérapie par canules nasales.
inter_nasalprongs_dur,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,Nombre de jours civils pendant lesquels le patient a reçu un supplément d'oxygène par canules nasales,,Il s'agit du nombre total de jours civils pendant lesquels le patient a reçu une ventilation non invasive.,Indiquez le nombre total de jours civils pendant lesquels le patient a reçu de l'oxygène supplémentaire par canules nasales pendant son hospitalisation (y compris à tout moment pendant l'hospitalisation).
inter_facemask,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,Masque facial,"1, Oui | 0, Non | 99, Inconnu","Il s'agit du mode selon lequel le patient a reçu un supplément d'oxygène le jour de l'évaluation. Un masque à oxygène simple est un dispositif placé sur le nez, la bouche ou la trachéotomie d'un patient afin d'administrer de l'oxygène dans les voies respiratoires.",Indiquez « Oui » si ce mode d'assistance respiratoire a été utilisé pour administrer de l'oxygène supplémentaire à tout moment pendant l'hospitalisation.
inter_facemask_ongoing,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,Toujours en cours ?,"1, Oui | 0, Non | 99, Inconnu",Il s'agit de la ventilation non invasive continue.,Indiquez « Oui » si le patient est toujours sous oxygène d'appoint par masque facial.
inter_facemask_dur,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,Nombre de jours civils pendant lesquels le patient a reçu un supplément d'oxygène par masque facial,,Il s'agit du nombre total de jours civils pendant lesquels le patient a reçu une ventilation non invasive.,Indiquez le nombre total de jours civils pendant lesquels le patient a reçu de l'oxygène d'appoint par masque facial pendant son admission (y compris à tout moment pendant l'admission).
inter_hfno,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,Oxygène nasal à haut débit,"1, Oui | 0, Non | 99, Inconnu","Il s'agit du mode d'administration de l'oxygène d'appoint au patient le jour de l'évaluation. L'oxygénothérapie nasale à haut débit est une assistance respiratoire non invasive qui administre de l'air réchauffé, humidifié et enrichi en oxygène aux patients par le biais d'une canule nasale à haut débit, à des débits supérieurs à ceux généralement fournis par les appareils à débit standard.",Indiquez « Oui » si ce mode d'assistance respiratoire a été utilisé pour administrer de l'oxygène d'appoint au patient à tout moment pendant son hospitalisation.
inter_hfno_ongoing,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,Toujours en cours ?,"1, Oui | 0, Non | 99, Inconnu",Il s'agit de la ventilation non invasive continue.,Indiquez « Oui » si le patient est toujours sous oxygène nasal à haut débit.
inter_hfno_dur,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,Nombre de jours civils pendant lesquels le patient a reçu de l'oxygène nasal à haut débit,,Il s'agit du nombre total de jours civils pendant lesquels le patient a reçu de l'oxygène nasal à haut débit.,Indiquez le nombre total de jours civils pendant lesquels le patient a reçu de l'oxygène à haut débit par voie nasale pendant son admission (y compris à tout moment pendant l'admission).
inter_nivent,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,Ventilation non invasive,"1, Oui | 0, Non | 99, Inconnu","Il s'agit du mode d'administration de l'oxygène d'appoint au patient le jour de l'évaluation. La ventilation non invasive désigne l'administration d'une assistance respiratoire par les voies aériennes supérieures du patient à l'aide d'un masque ou d'un dispositif similaire, sans intubation trachéale. Il s'agit par exemple de la ventilation en pression positive continue (CPAP) et de la ventilation en pression positive continue biphasique (BiPAP). ",Indiquez « Oui » si ce mode d'assistance respiratoire a été utilisé pour administrer de l'oxygène supplémentaire à tout moment pendant l'hospitalisation.
inter_nivent_type,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,Type d'assistance respiratoire non invasive,"1, CPAP | 2, BIPAP | 99, Inconnu | 88, Autre","L'assistance respiratoire non invasive ou ventilation non invasive (VNI) désigne l'administration d'une assistance ventilatoire par les voies aériennes supérieures du patient à l'aide d'un masque ou d'un dispositif similaire. Elle comprend la canule nasale à haut débit, la ventilation en pression positive continue (CPAP) et la ventilation en pression positive à deux niveaux (BPAP).",Sélectionnez l'option la plus appropriée correspondant au type de VNI utilisé à tout moment pendant l'hospitalisation.
inter_nivent_typ_oth,résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,Précisez tout autre type de ventilation non invasive,,"L'assistance respiratoire non invasive ou ventilation non invasive (VNI) désigne l'administration d'une assistance ventilatoire par les voies aériennes supérieures du patient à l'aide d'un masque ou d'un dispositif similaire. Elle comprend la canule nasale à haut débit, la ventilation en pression positive continue (CPAP) et la ventilation en pression positive à deux niveaux (BPAP).","Si « Autre », précisez le type de ventilation non invasive."
