Form,Section,Variable,Question,Answer Options,Definition,Completion Guideline,Completion Guideline2,Language Speaker Reviewed,Clinical Language Speaker Reviewed
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_renalgut,Complicaciones renales/genitourinarias,,Se define como cualquier complicación del sistema renal/genitourinario.,Indique «Sí» si el paciente experimentó esto en cualquier momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_acuterenal,Lesión renal aguda / insuficiencia renal aguda,"1, Sí | 0, No | 99, Desconocido","La lesión renal aguda se define cuando se cumple uno de los siguientes criterios: la creatinina sérica aumenta >= 26 umol/L o 0,3 mg/dL en 48 horas; o la creatinina sérica aumenta >= 1,5 veces el valor de referencia, que se sabe o se presume que se ha producido en los 7 días anteriores; o la diuresis es <0,5 ml/kg/h durante >6 horas consecutivas.",Indique «Sí» si el paciente lo ha experimentado en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_uti,Infección del tracto urinario,"1, Sí | 0, No | 99, Desconocido",Se refiere a las respuestas inflamatorias del epitelio del tracto urinario a invasiones microbianas. A menudo se trata de infecciones bacterianas asociadas a bacteriuria y piuria.,Indique «Sí» si el paciente lo ha experimentado en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_urineret,Retención urinaria,"1, Sí | 0, No | 99, Desconocido",Se refiere a la acumulación de orina en la vejiga debido a la incapacidad de orinar.,Indique «Sí» si el paciente lo ha experimentado en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_urineret_spec,Especificar,,Se refiere a la acumulación de orina en la vejiga debido a la incapacidad de orinar.,"Si «Sí», especifique","If 'Yes', please specify",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_ent,Complicaciones otorrinolaringológicas,"1, Sí | 0, No | 99, Desconocido","Se define como cualquier complicación del sistema auditivo, nasal y faríngeo.",Indique «Sí» si el paciente lo ha experimentado en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_deepneck,Infecciones profundas del espacio cervical,"1, Sí | 0, No | 99, Desconocido",Se refiere a una infección de los planos fasciales profundos del cuello.,Indique «Sí» si el paciente lo experimentó en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_msk,Complicaciones musculoesqueléticas,,Se define como cualquier complicación del sistema musculoesquelético.,Indique «Sí» si el paciente lo experimentó en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_rhabdomyol,Rabdomiólisis,"1, Sí | 0, No | 99, Desconocido","La rabdomiólisis es un síndrome caracterizado por la necrosis muscular y la liberación de mioglobina en la sangre, como resultado de una lesión muscular. El diagnóstico se establece en un paciente con una enfermedad neuromuscular aguda o orina oscura sin otros síntomas, además de una elevación aguda marcada de la creatina quinasa. La creatina quinasa suele ser al menos cinco veces superior al límite superior de lo normal (sin embargo, no existe un umbral diagnóstico para establecer el diagnóstico). No se requiere biopsia muscular, electromiografía, imágenes radiológicas ni la presencia de mioglobinuria para el diagnóstico.",Indique «Sí» si el paciente lo experimentó en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_myositis,Miositis,"1, Sí | 0, No | 99, Desconocido","La miositis se define como un proceso inflamatorio que afecta a los músculos esqueléticos. Las causas incluyen infecciones, lesiones y trastornos autoinmunitarios. Puede ser un diagnóstico clínico con pruebas de laboratorio que lo respalden, por ejemplo, creatina quinasa sérica elevada; no se requiere confirmación histológica para establecer el diagnóstico. La miositis puede ocurrir sin progresar posteriormente a rabdomiólisis.",Indique «Sí» si el paciente lo experimentó en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_skin,Complicaciones cutáneas,,Se define como cualquier complicación de la piel.,Indique «Sí» si el paciente lo experimentó en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_cellulitis,Celulitis,"1, Sí | 0, No | 99, Desconocido","Se define como una inflamación aguda, difusa y supurativa del tejido conectivo laxo, en particular de los tejidos subcutáneos profundos y, en ocasiones, de los músculos, que se observa con mayor frecuencia como resultado de una infección. El diagnóstico se basa en los signos y síntomas clínicos, y puede respaldarse con pruebas microbiológicas.",Indique «Sí» si el paciente lo ha experimentado en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_cellulitis_site,Lugar(es) de la celulitis,"1, Piel | 2, Nariz | 3, Encías | 4, Tracto gastrointestinal | 5, Tracto urinario | 6, Vagina | 99, Desconocido | 88, Otros",Se refiere al lugar o lugares en los que se ha identificado la celulitis.,"Seleccione el lugar o lugares más adecuados en los que se identificó la celulitis en cualquier momento durante la hospitalización. Si «Otro», especifique el lugar o lugares en el espacio proporcionado a continuación.","Select the most appropriate site(s) in which cellulitis was identified at any time during hospitalisation. If 'Other', Specify the other site(s) in the space provided below.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_cellulitis_site_oth,Especifique otros lugares de celulitis,,Se refiere a los demás lugares en los que se identificó celulitis.,"Si «Otro», escriba el lugar o lugares en los que se identificó la celulitis en cualquier momento durante la hospitalización. ","If 'Other', write the site(s) in which cellulitis was identified at any time during hospitalisation. ",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_skabscess,Absceso cutáneo,"1, Sí | 0, No | 99, Desconocido",Se refiere a una zona circunscrita de pus o restos necróticos en la piel.,Indique «Sí» si el paciente lo experimentó en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_eschar,Pérdida de tejido cutáneo o escara,"1, Sí | 0, No | 99, Desconocido","La escara se define como una costra seca y oscura o desprendimiento de piel muerta, causada normalmente por una quemadura, una picadura de insecto (por ejemplo, algunas infecciones por rickettsias) o una infección por ántrax.",Indique «Sí» si el paciente lo experimentó en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_scar,Cicatrices cutáneas,"1, Sí | 0, No | 99, Desconocido",Se refiere a una marca permanente que queda en la piel durante el proceso de cicatrización de una herida.,Indique «Sí» si el paciente lo experimentó en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_nec,Infección necrotizante,"1, Sí | 0, No | 99, Desconocido",Se refiere a una infección asociada con la muerte de la piel y el tejido blando subyacente.,Indique «Sí» si el paciente lo experimentó en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_eye,Complicaciones oftalmológicas,,Se define como cualquier complicación ocular.,Indique «Sí» si el paciente lo experimentó en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_eyeinf,Infección ocular,"1, Sí | 0, No | 99, Desconocido",Se refiere a un proceso infeccioso que afecta a cualquier parte del ojo.,Indique «Sí» si el paciente lo experimentó en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
resultado,COMPLICACIONES: Presentadas entre el día de presentación y el alta o desenlace,compl_cornealsubepi,Infiltrados subepiteliales corneales,"1, Sí | 0, No | 99, Desconocido",Se refiere a infiltrados corneales subepiteliales.,Indique «Sí» si el paciente lo experimentó en algún momento durante la hospitalización.,"Indicate 'Yes', if the patient experienced this at any time during hospitalisation.",,
